event_id,session_id,step_id,document_id,current_chunk_id,target_chunk_id,query_type
484,train:2wiki:62,8,2wiki:62,233,238,semantic
485,train:2wiki:130,9,2wiki:130,565,562,semantic
486,train:2wiki:176,8,2wiki:176,808,811,multi-hop
487,train:2wiki:15,8,2wiki:15,48,44,semantic
488,train:2wiki:75,7,2wiki:75,294,295,structural
489,train:2wiki:101,7,2wiki:101,426,427,structural
490,train:2wiki:80,7,2wiki:80,327,331,semantic
491,train:2wiki:85,8,2wiki:85,368,364,semantic
492,train:2wiki:74,6,2wiki:74,282,287,multi-hop
493,train:2wiki:100,8,2wiki:100,421,417,multi-hop
494,train:2wiki:164,7,2wiki:164,732,738,semantic
495,train:2wiki:182,9,2wiki:182,846,843,semantic
496,train:2wiki:22,5,2wiki:22,70,73,structural
497,train:2wiki:86,7,2wiki:86,377,379,multi-hop
498,train:2wiki:164,8,2wiki:164,734,731,semantic
499,train:2wiki:10,7,2wiki:10,28,30,structural
500,train:2wiki:184,5,2wiki:184,852,854,multi-hop
501,train:2wiki:74,7,2wiki:74,281,287,multi-hop
502,train:2wiki:126,8,2wiki:126,552,554,structural
503,train:2wiki:86,8,2wiki:86,377,374,multi-hop
504,train:2wiki:135,9,2wiki:135,582,584,multi-hop
505,train:2wiki:148,5,2wiki:148,650,655,multi-hop
506,train:2wiki:164,9,2wiki:164,736,739,semantic
507,train:2wiki:83,8,2wiki:83,357,360,multi-hop
508,train:2wiki:154,9,2wiki:154,686,688,multi-hop
509,train:2wiki:59,8,2wiki:59,220,221,structural
510,train:2wiki:78,8,2wiki:78,309,311,multi-hop
511,train:2wiki:10,8,2wiki:10,30,35,semantic
512,train:2wiki:70,7,2wiki:70,264,266,structural
513,train:2wiki:54,9,2wiki:54,172,168,semantic
514,train:2wiki:193,7,2wiki:193,904,901,multi-hop
515,train:2wiki:168,8,2wiki:168,762,767,semantic
516,train:2wiki:99,7,2wiki:99,408,410,multi-hop
517,train:2wiki:141,9,2wiki:141,610,612,multi-hop
518,train:2wiki:184,6,2wiki:184,853,856,multi-hop
519,train:2wiki:99,8,2wiki:99,411,413,multi-hop
520,train:2wiki:80,8,2wiki:80,331,327,multi-hop
521,train:2wiki:148,6,2wiki:148,647,649,multi-hop
522,train:2wiki:194,7,2wiki:194,913,915,multi-hop
523,train:2wiki:158,8,2wiki:158,698,700,multi-hop
524,train:2wiki:9,8,2wiki:9,22,26,multi-hop
525,train:2wiki:82,9,2wiki:82,347,350,semantic
526,train:2wiki:184,7,2wiki:184,852,854,structural
527,train:2wiki:178,9,2wiki:178,821,815,semantic
528,train:2wiki:193,8,2wiki:193,901,905,multi-hop
529,train:2wiki:104,9,2wiki:104,435,437,multi-hop
530,train:2wiki:29,8,2wiki:29,105,107,multi-hop
531,train:2wiki:10,9,2wiki:10,33,34,structural
532,train:2wiki:100,9,2wiki:100,421,417,semantic
533,train:2wiki:194,8,2wiki:194,912,914,multi-hop
534,train:2wiki:144,8,2wiki:144,631,633,multi-hop
535,train:2wiki:22,6,2wiki:22,68,71,multi-hop
536,train:2wiki:59,9,2wiki:59,215,217,structural
537,train:2wiki:22,7,2wiki:22,67,70,structural
538,train:2wiki:83,9,2wiki:83,355,357,multi-hop
539,train:2wiki:150,9,2wiki:150,659,662,structural
540,train:2wiki:6,9,2wiki:6,5,2,semantic
541,train:2wiki:136,9,2wiki:136,593,590,multi-hop
542,train:2wiki:65,6,2wiki:65,246,249,semantic
543,train:2wiki:74,8,2wiki:74,286,289,multi-hop
544,train:2wiki:79,7,2wiki:79,320,321,structural
545,train:2wiki:22,8,2wiki:22,70,67,multi-hop
546,train:2wiki:148,7,2wiki:148,648,653,semantic
547,train:2wiki:74,9,2wiki:74,283,287,multi-hop
548,train:2wiki:57,7,2wiki:57,200,197,semantic
549,train:2wiki:174,8,2wiki:174,791,788,semantic
550,train:2wiki:193,9,2wiki:193,904,906,multi-hop
551,train:2wiki:29,9,2wiki:29,108,103,semantic
552,train:2wiki:184,8,2wiki:184,855,852,semantic
553,train:2wiki:105,9,2wiki:105,446,450,multi-hop
554,train:2wiki:65,7,2wiki:65,244,246,structural
555,train:2wiki:173,8,2wiki:173,777,784,semantic
556,train:2wiki:165,8,2wiki:165,745,747,multi-hop
557,train:2wiki:165,9,2wiki:165,743,744,structural
558,train:2wiki:70,8,2wiki:70,265,267,multi-hop
559,train:2wiki:176,9,2wiki:176,810,812,multi-hop
560,train:2wiki:75,8,2wiki:75,292,299,multi-hop
561,train:2wiki:101,8,2wiki:101,429,432,multi-hop
562,train:2wiki:145,9,2wiki:145,641,642,structural
563,train:2wiki:144,9,2wiki:144,630,631,structural
564,train:2wiki:22,9,2wiki:22,65,67,multi-hop
565,train:2wiki:78,9,2wiki:78,314,316,multi-hop
566,train:2wiki:65,8,2wiki:65,244,250,multi-hop
567,train:2wiki:62,9,2wiki:62,234,237,semantic
568,train:2wiki:194,9,2wiki:194,909,915,multi-hop
569,train:2wiki:9,9,2wiki:9,24,25,structural
570,train:2wiki:65,9,2wiki:65,246,249,semantic
571,train:2wiki:88,8,2wiki:88,386,388,multi-hop
572,train:2wiki:99,9,2wiki:99,409,411,multi-hop
573,train:2wiki:75,9,2wiki:75,295,299,semantic
574,train:2wiki:67,9,2wiki:67,252,254,structural
575,train:2wiki:57,8,2wiki:57,197,199,multi-hop
576,train:2wiki:79,8,2wiki:79,320,326,multi-hop
577,train:2wiki:184,9,2wiki:184,852,856,multi-hop
578,train:2wiki:101,9,2wiki:101,426,427,structural
579,train:2wiki:166,9,2wiki:166,752,757,semantic
580,train:2wiki:57,9,2wiki:57,198,199,structural
581,train:2wiki:174,9,2wiki:174,791,788,multi-hop
582,train:2wiki:85,9,2wiki:85,363,365,multi-hop
583,train:2wiki:148,8,2wiki:148,651,646,multi-hop
584,train:2wiki:80,9,2wiki:80,328,329,structural
585,train:2wiki:126,9,2wiki:126,553,557,semantic
586,train:2wiki:109,9,2wiki:109,473,475,multi-hop
587,train:2wiki:168,9,2wiki:168,761,764,semantic
588,train:2wiki:158,9,2wiki:158,695,699,semantic
589,train:2wiki:91,9,2wiki:91,392,394,multi-hop
590,train:2wiki:148,9,2wiki:148,648,653,multi-hop
591,train:2wiki:70,9,2wiki:70,262,264,multi-hop
592,train:2wiki:15,9,2wiki:15,45,47,structural
593,train:2wiki:88,9,2wiki:88,381,383,multi-hop
594,train:2wiki:86,9,2wiki:86,376,372,semantic
595,train:2wiki:55,8,2wiki:55,178,180,multi-hop
596,train:2wiki:173,9,2wiki:173,783,780,multi-hop
597,train:2wiki:24,9,2wiki:24,85,88,multi-hop
598,train:2wiki:79,9,2wiki:79,320,326,semantic
599,train:2wiki:55,9,2wiki:55,179,183,multi-hop
