status,question_index,question_id,question,gold_answers,k,policy,model,answer,em,f1,support_recall,selection_support_recall_before_budget,target_hit,selection_target_hit_before_budget,primary_node,feedback_target_node,selected_node_ids,selected_nodes,fully_delivered_node_ids,fully_delivered_nodes,candidate_universe,reference_context_tokens,provider_input_tokens,provider_output_tokens,api_latency_ms,api_attempts,finish_reason,response_cache_hit,prompt_hash,online_weights_before,online_weights_after,online_updated,online_update_reason
complete,11,5ac2cb3e5542996773102627,"What is the population of the settlement that is next smaller than the city with a population of 67,038 on the Argentine side of Tierra del Fuego?","[""1,382""]",10,graph_fixed,gemini-3.5-flash-lite,"1,382",1.0,1.0,1.0,1.0,1.0,1.0,27,1,"[27, 24, 26, 6, 25, 5, 1, 9, 22, 0, 19]",11,"[27, 24, 26, 6, 25, 5, 1, 9, 22, 0]",10,22,519,564,5,571.3749159999679,1,STOP,False,3756a29ad0c55f9ee048ca0ade8e5b164b97ff702ed10d2e1c9064b4b68658d1,,,,
complete,12,5ab30ebf554299753aec592c,What film was Rebecca Gibney in that also had Kate Winslet in it?,"[""The Dressmaker""]",10,adaptive_offline_global,gemini-3.5-flash-lite,The Dressmaker,1.0,1.0,1.0,1.0,1.0,1.0,11,20,"[11, 10, 23, 1, 19, 21, 20, 25, 26, 3, 22]",11,"[11, 10, 23, 1, 19, 21, 20, 25, 26, 3, 22]",11,22,446,496,3,569.822916999783,1,STOP,False,ea476601183287d32b2c1c8087a5c06dd92c88ae54a59f09c9600639d01f46fd,,,,
complete,12,5ab30ebf554299753aec592c,What film was Rebecca Gibney in that also had Kate Winslet in it?,"[""The Dressmaker""]",10,adaptive_online_warm,gemini-3.5-flash-lite,The Dressmaker,1.0,1.0,1.0,1.0,1.0,1.0,11,20,"[11, 10, 23, 1, 19, 21, 20, 25, 22, 26, 0]",11,"[11, 10, 23, 1, 19, 21, 20, 25, 22, 26]",10,22,446,496,3,467.41157600035876,1,STOP,False,6a8e5f31166c7792953cea7de47cba904b194ed886ee1bc2000a21755a66f4b9,"[0.425091386047164, 0.574908613952836]","[0.425091386047164, 0.574908613952836]",0.0,prediction_hit
complete,12,5ab30ebf554299753aec592c,What film was Rebecca Gibney in that also had Kate Winslet in it?,"[""The Dressmaker""]",10,cosine,gemini-3.5-flash-lite,The Dressmaker,1.0,1.0,1.0,1.0,1.0,1.0,11,20,"[11, 22, 0, 10, 20, 19, 24, 16, 7, 6, 21]",11,"[11, 22, 0, 10, 20, 19, 24, 16, 7, 6]",10,26,446,493,3,470.03354999969815,1,STOP,False,f58dcaccead34d049ba1e3e6bc2c358c26a7335afdce2cc7712a3f52f8ff9b70,,,,
complete,12,5ab30ebf554299753aec592c,What film was Rebecca Gibney in that also had Kate Winslet in it?,"[""The Dressmaker""]",10,graph_fixed,gemini-3.5-flash-lite,The Dressmaker,1.0,1.0,1.0,1.0,1.0,1.0,11,20,"[11, 10, 23, 1, 22, 0, 21, 19, 20, 25, 16]",11,"[11, 10, 23, 1, 22, 0, 21, 19, 20, 25]",10,22,446,495,3,589.3776769999022,1,STOP,False,ffe6399388fb87b35d654ae99b29fcbb1bed428d6db0279a772898e9a24cfb21,,,,
complete,13,5abbb42555429931dba144af,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,"[""George Bernard Shaw""]",10,adaptive_offline_global,gemini-3.5-flash-lite,Not mentioned,0.0,0.0,0.5,0.5,0.0,0.0,17,25,"[17, 18, 6, 8, 5, 7, 14, 4, 15, 16, 3]",11,"[17, 18, 6, 8, 5, 7, 14, 4, 15, 16, 3]",11,17,547,557,2,659.5979030003036,1,STOP,False,28683742c8c6426217f712577a68e821e50736032deb6dc71645f8933e78a5f9,,,,
complete,13,5abbb42555429931dba144af,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,"[""George Bernard Shaw""]",10,adaptive_online_warm,gemini-3.5-flash-lite,Not mentioned,0.0,0.0,0.5,0.5,0.0,0.0,17,25,"[17, 18, 6, 8, 5, 7, 14, 15, 4, 16, 3]",11,"[17, 18, 6, 8, 5, 7, 14, 15, 4, 16, 3]",11,17,547,557,2,1546.7961090002973,1,STOP,False,7768899e8bf7ca1d9a53328e8575f0e494e0b8c592f935c51552dd84e3b983e8,"[0.425091386047164, 0.574908613952836]","[0.425091386047164, 0.574908613952836]",0.0,coverage_miss
complete,13,5abbb42555429931dba144af,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,"[""George Bernard Shaw""]",10,cosine,gemini-3.5-flash-lite,"Based on the provided context, there is no mention of either Jean-Paul Sartre or George Bernard Shaw having influence on ""turn of the century literature"" (the context only states that Shaw's influence extended from the 1880s to his death and beyond). Therefore, the provided context",0.0,0.13953488372093023,1.0,1.0,1.0,1.0,17,25,"[17, 18, 6, 13, 24, 0, 25, 3, 4, 8, 5]",11,"[17, 18, 6, 13, 24, 0, 25, 3, 4, 8]",10,29,547,564,60,4129.458953000267,1,MAX_TOKENS,False,473c8bd622db019e4f4c2d3330273702322e8181f86d190deac9a38a7895101d,,,,
complete,13,5abbb42555429931dba144af,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,"[""George Bernard Shaw""]",10,graph_fixed,gemini-3.5-flash-lite,Not mentioned,0.0,0.0,0.5,0.5,0.0,0.0,17,25,"[17, 18, 6, 8, 5, 7, 16, 15, 14, 12, 4]",11,"[17, 18, 6, 8, 5, 7, 16, 15, 14, 12]",10,17,547,556,2,13003.164572999594,1,STOP,False,ae4cb232b8a41bae95c686a34cb99d896065f70fae67aaacf2b0181fd0249710,,,,
complete,14,5ab946d7554299743d22eaaf,What is the rank of the incumbent that RJ Harris challenged in 2010?,"[""the fourth-ranking Republican leader in the House""]",10,adaptive_offline_global,gemini-3.5-flash-lite,fourth-ranking,0.0,0.33333333333333337,1.0,1.0,1.0,1.0,42,34,"[42, 41, 43, 40, 33, 32, 31, 34, 35, 2, 3]",11,"[42, 41, 43, 40, 33, 32, 31, 34, 35, 2]",10,17,362,436,3,549.1509720000067,1,STOP,False,0e3a63ddcba9c721dc614b78820630d3f206fe32dfcd185ae4ee6438c91837c2,,,,
complete,14,5ab946d7554299743d22eaaf,What is the rank of the incumbent that RJ Harris challenged in 2010?,"[""the fourth-ranking Republican leader in the House""]",10,adaptive_online_warm,gemini-3.5-flash-lite,fourth-ranking,0.0,0.33333333333333337,1.0,1.0,1.0,1.0,42,34,"[42, 41, 43, 40, 33, 32, 31, 34, 35, 2, 3]",11,"[42, 41, 43, 40, 33, 32, 31, 34, 35, 2]",10,17,362,436,3,549.1509720000067,1,STOP,True,0e3a63ddcba9c721dc614b78820630d3f206fe32dfcd185ae4ee6438c91837c2,"[0.425091386047164, 0.574908613952836]","[0.425091386047164, 0.574908613952836]",0.0,prediction_hit
complete,14,5ab946d7554299743d22eaaf,What is the rank of the incumbent that RJ Harris challenged in 2010?,"[""the fourth-ranking Republican leader in the House""]",10,cosine,gemini-3.5-flash-lite,incumbent,0.0,0.0,1.0,1.0,1.0,1.0,42,34,"[42, 31, 32, 34, 41, 33, 43, 6, 3, 8, 4]",11,"[42, 31, 32, 34, 41, 33, 43, 6, 3, 8, 4]",11,66,362,438,2,606.403981999847,1,STOP,False,28c2a0c70600df3865b904fe6e288845e20c8f07b5ccecc6135af9885f0998e1,,,,
complete,14,5ab946d7554299743d22eaaf,What is the rank of the incumbent that RJ Harris challenged in 2010?,"[""the fourth-ranking Republican leader in the House""]",10,graph_fixed,gemini-3.5-flash-lite,fourth-ranking,0.0,0.33333333333333337,1.0,1.0,1.0,1.0,42,34,"[42, 43, 41, 40, 32, 34, 35, 33, 31, 2, 3]",11,"[42, 43, 41, 40, 32, 34, 35, 33, 31, 2]",10,17,362,436,3,566.0739029999604,1,STOP,False,8308cae8e8032fc30c7b3d3f7922cc46302d85d74cd4f277f5528c05c2dd11fa,,,,
complete,15,5a7e1a5455429965cec5ea5f,Moonlight starred the actor who played whom on the remake of Hawaii Five-0?,"[""Steve McGarrett""]",10,adaptive_offline_global,gemini-3.5-flash-lite,"I am sorry, but the provided reference context does not contain the answer to your question.",0.0,0.0,0.0,0.0,0.0,0.0,6,22,"[6, 5, 4, 3, 7, 2, 1, 0, 35, 16, 11]",11,"[6, 5, 4, 3, 7, 2, 1, 0, 35, 16, 11]",11,25,379,432,18,442.06615200027954,1,STOP,False,d71e373ec17f512bd034210013d15c0bc4f26a7f22cf27c790c164741410056c,,,,
complete,15,5a7e1a5455429965cec5ea5f,Moonlight starred the actor who played whom on the remake of Hawaii Five-0?,"[""Steve McGarrett""]",10,adaptive_online_warm,gemini-3.5-flash-lite,"I am sorry, but the provided reference context does not contain information about ""Moonlight"" or which actor from it appeared on the remake of Hawaii Five-0.",0.0,0.0,0.0,0.0,0.0,0.0,6,22,"[6, 5, 4, 2, 3, 7, 0, 1, 16, 11, 39]",11,"[6, 5, 4, 2, 3, 7, 0, 1, 16, 11]",10,25,379,433,33,645.0948639999297,1,STOP,False,9ccc5242363703c6e73d4922cd40ec1343de03d51c8f42d00484764b6d2e2af3,"[0.425091386047164, 0.574908613952836]","[0.425091386047164, 0.574908613952836]",0.0,coverage_miss
complete,15,5a7e1a5455429965cec5ea5f,Moonlight starred the actor who played whom on the remake of Hawaii Five-0?,"[""Steve McGarrett""]",10,cosine,gemini-3.5-flash-lite,"I am sorry, but the provided reference context does not contain the answer to your question.",0.0,0.0,0.0,0.5,0.0,0.0,6,22,"[6, 1, 16, 5, 0, 2, 39, 40, 35, 9, 28]",11,"[6, 1, 16, 5, 0, 2, 39, 40, 35]",9,43,379,434,18,516.5237289998004,1,STOP,False,ff811b875d995e31c91f120126947eb2dc38448f356e3c95ebf942bb193c6e28,,,,
complete,15,5a7e1a5455429965cec5ea5f,Moonlight starred the actor who played whom on the remake of Hawaii Five-0?,"[""Steve McGarrett""]",10,graph_fixed,gemini-3.5-flash-lite,Sergeant Detective Chang,0.0,0.0,0.0,0.0,0.0,0.0,6,22,"[6, 5, 2, 4, 0, 7, 1, 3, 17, 14, 16]",11,"[6, 5, 2, 4, 0, 7, 1, 3, 17, 14]",10,25,379,428,4,468.62690699981613,1,STOP,False,319c47cca2f0186f0e070c28d0a947006d9217e7e754e871d6ec70411809ae4d,,,,
complete,16,5ac0d83a554299294b219038,Randall Cunningham II was a multi-sport athlete at the high school located in what Nevada city?,"[""Summerlin""]",10,adaptive_offline_global,gemini-3.5-flash-lite,Bishop Gorman High School,0.0,0.0,0.5,0.5,0.0,0.0,22,18,"[22, 21, 24, 23, 2, 3, 4, 29, 5, 6, 32]",11,"[22, 21, 24, 23, 2, 3, 4, 29, 5, 6]",10,28,333,397,4,814.32579300008,1,STOP,False,66899976b9d3d600f6c633faeb3991c1d826350873894e172a3a886b93b86970,,,,
complete,16,5ac0d83a554299294b219038,Randall Cunningham II was a multi-sport athlete at the high school located in what Nevada city?,"[""Summerlin""]",10,adaptive_online_warm,gemini-3.5-flash-lite,Bishop Gorman High School,0.0,0.0,0.5,0.5,0.0,0.0,22,18,"[22, 21, 24, 23, 2, 3, 4, 29, 5, 6, 32]",11,"[22, 21, 24, 23, 2, 3, 4, 29, 5, 6]",10,28,333,397,4,814.32579300008,1,STOP,True,66899976b9d3d600f6c633faeb3991c1d826350873894e172a3a886b93b86970,"[0.425091386047164, 0.574908613952836]","[0.44664124886625284, 0.5533587511337471]",1.0,ranking_miss_update
complete,16,5ac0d83a554299294b219038,Randall Cunningham II was a multi-sport athlete at the high school located in what Nevada city?,"[""Summerlin""]",10,cosine,gemini-3.5-flash-lite,Bishop Gorman,0.0,0.0,0.5,0.5,0.0,0.0,22,18,"[22, 21, 3, 2, 24, 23, 6, 30, 5, 4, 29]",11,"[22, 21, 3, 2, 24, 23, 6, 30, 5, 4, 29]",11,52,333,397,2,517.0982159997948,1,STOP,False,2130a8955d94253f582bf3563ec13a453f6d7030e557b7308e3906ad2f8654b4,,,,
complete,16,5ac0d83a554299294b219038,Randall Cunningham II was a multi-sport athlete at the high school located in what Nevada city?,"[""Summerlin""]",10,graph_fixed,gemini-3.5-flash-lite,Bishop Gorman High School,0.0,0.0,0.5,0.5,0.0,0.0,22,18,"[22, 21, 24, 23, 2, 3, 4, 6, 5, 29, 33]",11,"[22, 21, 24, 23, 2, 3, 4, 6, 5, 29]",10,28,333,397,4,6733.584766000149,1,STOP,False,3aa0ff1511217220c007479a734632c08c7eb198bd13bba047d1228cd8c496a5,,,,
complete,17,5abb189e5542996cc5e49fa4,In between Remember the Titans and My Favorite Martian which film film grossed $36.8 million domestically?,"[""My Favorite Martian""]",10,adaptive_offline_global,gemini-3.5-flash-lite,My Favorite Martian,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,27,24,"[27, 25, 26, 24, 33, 35, 43, 44, 51, 42, 32]",11,"[27, 25, 26, 24, 33, 35, 43, 44, 51, 42]",10,30,422,483,3,21384.292476000155,1,STOP,False,f99be98b792e9f913edd6b0f754c912cb260df3e92a046b5754c53d505e035dc,,,,
complete,17,5abb189e5542996cc5e49fa4,In between Remember the Titans and My Favorite Martian which film film grossed $36.8 million domestically?,"[""My Favorite Martian""]",10,adaptive_online_warm,gemini-3.5-flash-lite,My Favorite Martian,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,27,24,"[27, 24, 25, 26, 33, 43, 42, 35, 44, 32, 51]",11,"[27, 24, 25, 26, 33, 43, 42, 35, 44, 32]",10,30,422,481,3,793.4699389998059,1,STOP,False,1a2d9e178467d56b67950f6f16e2596ae41a77f6c3d2cd7eba463dc95b8c8973,"[0.44664124886625284, 0.5533587511337471]","[0.44664124886625284, 0.5533587511337471]",0.0,prediction_hit
complete,17,5abb189e5542996cc5e49fa4,In between Remember the Titans and My Favorite Martian which film film grossed $36.8 million domestically?,"[""My Favorite Martian""]",10,cosine,gemini-3.5-flash-lite,My Favorite Martian,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,27,24,"[27, 25, 46, 24, 34, 50, 13, 42, 43, 54, 23]",11,"[27, 25, 46, 24, 34, 50, 13, 42, 43, 54, 23]",11,55,422,490,3,19993.119021999973,2,STOP,False,5ab8a9dd79f87dbb54dd35f17d9f5cbf034d65d641e9ccc4ac7ad2ec79d0e56d,,,,
complete,17,5abb189e5542996cc5e49fa4,In between Remember the Titans and My Favorite Martian which film film grossed $36.8 million domestically?,"[""My Favorite Martian""]",10,graph_fixed,gemini-3.5-flash-lite,My Favorite Martian,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,27,24,"[27, 24, 25, 26, 43, 42, 33, 44, 35, 41, 40]",11,"[27, 24, 25, 26, 43, 42, 33, 44, 35, 41]",10,30,422,482,3,539.7497259996271,1,STOP,False,8dfd5eb4f2a930b45eda3c18543aeceab2af10b18097af648494157fe4be3f31,,,,
complete,18,5a8f06075542995b44241f2d,"What car did the German rally driver, who won victories for Fiat, Opel, Lancia, and Audi drive?","[""The Lancia Rally""]",10,adaptive_offline_global,gemini-3.5-flash-lite,"Porsche, Ford and BMW",0.0,0.0,0.5,0.5,0.0,0.0,22,7,"[22, 23, 21, 25, 11, 5, 26, 12, 6, 27, 28]",11,"[22, 23, 21, 25, 11, 5, 26, 12, 6]",9,25,355,415,5,573.660636999648,1,STOP,True,1c695e477672722bcddc6c53073dad48d48e29e79d5ffb527ef3e1ef3cb56ba5,,,,
complete,18,5a8f06075542995b44241f2d,"What car did the German rally driver, who won victories for Fiat, Opel, Lancia, and Audi drive?","[""The Lancia Rally""]",10,adaptive_online_warm,gemini-3.5-flash-lite,"Porsche, Ford and BMW",0.0,0.0,0.5,0.5,0.0,0.0,22,7,"[22, 23, 21, 25, 11, 5, 26, 12, 6, 27, 28]",11,"[22, 23, 21, 25, 11, 5, 26, 12, 6]",9,25,355,415,5,573.660636999648,1,STOP,False,1c695e477672722bcddc6c53073dad48d48e29e79d5ffb527ef3e1ef3cb56ba5,"[0.44664124886625284, 0.5533587511337471]","[0.44664124886625284, 0.5533587511337471]",0.0,coverage_miss
complete,18,5a8f06075542995b44241f2d,"What car did the German rally driver, who won victories for Fiat, Opel, Lancia, and Audi drive?","[""The Lancia Rally""]",10,cosine,gemini-3.5-flash-lite,Lancia Rally 037,0.0,0.8,0.5,0.5,0.0,0.0,22,7,"[22, 24, 20, 10, 4, 6, 8, 35, 21, 12, 16]",11,"[22, 24, 20, 10, 4, 6, 8]",7,36,355,410,7,1544.9028200000612,1,STOP,False,9f0c4402bb4527b8d3a71debd4f0855d1cf9104d6c908363e19fa95a0a0453a3,,,,
complete,18,5a8f06075542995b44241f2d,"What car did the German rally driver, who won victories for Fiat, Opel, Lancia, and Audi drive?","[""The Lancia Rally""]",10,graph_fixed,gemini-3.5-flash-lite,Walter Röhrl,0.0,0.0,0.5,0.5,0.0,0.0,22,7,"[22, 23, 21, 25, 26, 11, 28, 34, 27, 12, 32]",11,"[22, 23, 21, 25, 26, 11, 28, 34, 27, 12, 32]",11,25,355,417,4,580.3478029997677,1,STOP,False,645c46efef5280fb985ebd0620ea88825d89172083a527f60dbeb8b900f8f7fe,,,,
complete,19,5abde4ed5542991f66106097,What is the name of the girl group that the host of the Nickelodeon Australian Kids' Choice Awards 2006 was a member of?,"[""Bardot""]",10,adaptive_offline_global,gemini-3.5-flash-lite,"I am sorry, but the provided reference context does not contain information about a girl group that the host of the Nickelodeon Australian Kids' Choice Awards 2006 was a member of.",0.0,0.0,0.0,0.0,0.0,0.0,30,25,"[30, 31, 21, 32, 24, 35, 26, 23, 20, 0, 34]",11,"[30, 31, 21, 32, 24, 35, 26, 23, 20, 0]",10,35,459,497,38,687.3517099998026,1,STOP,False,ab9bb8625e015fe4d96a314bfaa562d2bc4271c467907644667b88adcaf90b82,,,,
complete,19,5abde4ed5542991f66106097,What is the name of the girl group that the host of the Nickelodeon Australian Kids' Choice Awards 2006 was a member of?,"[""Bardot""]",10,adaptive_online_warm,gemini-3.5-flash-lite,"I am sorry, but the provided reference context does not contain information about a girl group that any host of the Nickelodeon Australian Kids' Choice Awards 2006 was a member of.",0.0,0.0,0.0,0.0,0.0,0.0,30,25,"[30, 31, 32, 24, 20, 0, 35, 18, 21, 23, 26]",11,"[30, 31, 32, 24, 20, 0, 35, 18, 21, 23, 26]",11,35,459,495,38,14941.497373999937,1,STOP,False,67f8e82178a4ef2537037931e19d3674598e14c1d6ecd762e42edb7b9a5c32e5,"[0.44664124886625284, 0.5533587511337471]","[0.5478724114381803, 0.45212758856181967]",1.0,ranking_miss_update
complete,19,5abde4ed5542991f66106097,What is the name of the girl group that the host of the Nickelodeon Australian Kids' Choice Awards 2006 was a member of?,"[""Bardot""]",10,cosine,gemini-3.5-flash-lite,"I am sorry, but the provided reference context does not contain information about the girl group that the host of the 2006 awards was a member of.",0.0,0.0,0.0,0.0,0.0,0.0,30,25,"[30, 24, 32, 20, 0, 18, 23, 35, 26, 21, 34]",11,"[30, 24, 32, 20, 0, 18, 23, 35, 26, 21]",10,36,459,495,33,792.8699389999565,1,STOP,False,43f4ad35f0354edb6731d5133937f153b7dae9187b3695451a3b6868b232466f,,,,
complete,19,5abde4ed5542991f66106097,What is the name of the girl group that the host of the Nickelodeon Australian Kids' Choice Awards 2006 was a member of?,"[""Bardot""]",10,graph_fixed,gemini-3.5-flash-lite,Sophie Monk,0.0,0.0,0.5,0.5,1.0,1.0,30,25,"[30, 26, 32, 24, 31, 35, 33, 34, 20, 25, 0]",11,"[30, 26, 32, 24, 31, 35, 33, 34, 20, 25]",10,35,459,499,2,517.9262530000415,1,STOP,False,71cac212c8ff904c6b716a63c44a514b867d5e95af74546ae363e0b3499aebfc,,,,
complete,20,5a7f6eab5542992097ad2f66,"What was the name of the 19th century foundry which was located in a village directly across the Hudson River from Westpoint in Putnam County, New York?","[""West Point Iron and Cannon Foundry""]",10,adaptive_offline_global,gemini-3.5-flash-lite,West Point Foundry,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,35,20,"[35, 34, 36, 33, 37, 32, 38, 42, 44, 43, 24]",11,"[35, 34, 36, 33, 37, 32, 38, 42, 44, 43, 24]",11,15,330,405,3,516.8980379999084,1,STOP,False,e63bd9d008b44dd80d58c9dc6b5d827c02b10d252504d1ab49c3af99d0937b24,,,,
complete,20,5a7f6eab5542992097ad2f66,"What was the name of the 19th century foundry which was located in a village directly across the Hudson River from Westpoint in Putnam County, New York?","[""West Point Iron and Cannon Foundry""]",10,adaptive_online_warm,gemini-3.5-flash-lite,West Point Foundry,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,35,20,"[35, 34, 37, 32, 36, 33, 38, 42, 44, 43, 24]",11,"[35, 34, 37, 32, 36, 33, 38, 42, 44, 43, 24]",11,15,330,405,3,450.4358859999229,1,STOP,False,2b7c58e707672663b25cb1823a8660a5143efe23a76e768b1e9ec21a98f47c17,"[0.5478724114381803, 0.45212758856181967]","[0.5478724114381803, 0.45212758856181967]",0.0,coverage_miss
complete,20,5a7f6eab5542992097ad2f66,"What was the name of the 19th century foundry which was located in a village directly across the Hudson River from Westpoint in Putnam County, New York?","[""West Point Iron and Cannon Foundry""]",10,cosine,gemini-3.5-flash-lite,West Point Foundry,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,35,20,"[35, 32, 37, 34, 38, 33, 43, 36, 23, 44, 0]",11,"[35, 32, 37, 34, 38, 33, 43, 36, 23, 44]",10,46,330,406,3,584.6651490001022,1,STOP,False,b52d8dd6d502259ce76b8b2961cb7a61da6ca78c38f45615a6edc758527ae3e8,,,,
complete,20,5a7f6eab5542992097ad2f66,"What was the name of the 19th century foundry which was located in a village directly across the Hudson River from Westpoint in Putnam County, New York?","[""West Point Iron and Cannon Foundry""]",10,graph_fixed,gemini-3.5-flash-lite,West Point Foundry,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,35,20,"[35, 37, 34, 32, 38, 33, 36, 42, 43, 44, 24]",11,"[35, 37, 34, 32, 38, 33, 36, 42, 43, 44, 24]",11,15,330,405,3,336.2132939996627,1,STOP,False,5d67a45592c0d9d1bf7f0054123e8398cbf022595016ee833d68ba218917ffd4,,,,
complete,21,5a81d69055429903bc27b9de,When was the sequel to the 2000 mystery by Dan Brown released?,"[""October 3, 2017""]",10,adaptive_offline_global,gemini-3.5-flash-lite,2006,0.0,0.0,1.0,1.0,1.0,1.0,14,17,"[14, 31, 32, 36, 35, 33, 34, 18, 17, 38, 11]",11,"[14, 31, 32, 36, 35, 33, 34, 18, 17, 38, 11]",11,21,408,450,4,454.7044900000401,1,STOP,False,d0f34c42816a6164aeb4db8dbc9ebdb8bcd8351e9272d38d00548d79eb080b7d,,,,
complete,21,5a81d69055429903bc27b9de,When was the sequel to the 2000 mystery by Dan Brown released?,"[""October 3, 2017""]",10,adaptive_online_warm,gemini-3.5-flash-lite,"May 15, 2009",0.0,0.0,1.0,1.0,1.0,1.0,14,17,"[14, 31, 32, 36, 17, 33, 35, 38, 34, 18, 39]",11,"[14, 31, 32, 36, 17, 33, 35, 38, 34, 18]",10,21,408,449,10,10636.70791200002,2,STOP,False,4ff4e8abc7b033419f168af285243abacff6f661cf626bfa36fcff8f2628149b,"[0.5478724114381803, 0.45212758856181967]","[0.5478724114381803, 0.45212758856181967]",0.0,prediction_hit
complete,21,5a81d69055429903bc27b9de,When was the sequel to the 2000 mystery by Dan Brown released?,"[""October 3, 2017""]",10,cosine,gemini-3.5-flash-lite,"May 15, 2009",0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,14,17,"[14, 31, 32, 35, 36, 33, 17, 38, 10, 34, 37]",11,"[14, 31, 32, 35, 36, 33, 17, 38, 10, 34]",10,41,408,450,10,516.6459100000793,1,STOP,False,66070f47143008abcc088f0630b23714c7cf0dc01e232099432f96d89830100e,,,,
complete,21,5a81d69055429903bc27b9de,When was the sequel to the 2000 mystery by Dan Brown released?,"[""October 3, 2017""]",10,graph_fixed,gemini-3.5-flash-lite,2006,0.0,0.0,1.0,1.0,1.0,1.0,14,17,"[14, 32, 31, 33, 17, 36, 38, 35, 34, 18, 39]",11,"[14, 32, 31, 33, 17, 36, 38, 35, 34, 18]",10,21,408,449,4,344.98987200004194,1,STOP,False,dd95171fafad44064f3fd5420cc7630dbb0c55416857ed0f9da85599c79d897a,,,,
complete,22,5ae1b1445542997283cd223d,Who starred in her final film role in the 1964 film directed by the man who also did Vera Cruz and Kiss Me Deadly?,"[""Mary Astor""]",10,adaptive_offline_global,gemini-3.5-flash-lite,"I am sorry, but the provided reference context does not contain the answer to your question.",0.0,0.0,0.5,0.5,1.0,1.0,31,17,"[31, 32, 33, 22, 21, 17, 20, 23, 24, 14, 19]",11,"[31, 32, 33, 22, 21, 17, 20, 23, 24, 14, 19]",11,24,456,516,18,16926.435418999972,1,STOP,False,c68ed890cfdece45f207289ddf705bb824e9916501f4a5960e72b05be153e670,,,,
complete,22,5ae1b1445542997283cd223d,Who starred in her final film role in the 1964 film directed by the man who also did Vera Cruz and Kiss Me Deadly?,"[""Mary Astor""]",10,adaptive_online_warm,gemini-3.5-flash-lite,"I am sorry, but the provided reference context does not contain the answer to your question.",0.0,0.0,0.5,0.5,1.0,1.0,31,17,"[31, 32, 33, 22, 21, 17, 20, 24, 23, 14, 19]",11,"[31, 32, 33, 22, 21, 17, 20, 24, 23, 14, 19]",11,24,456,516,18,6286.634492999838,1,STOP,False,19a2f173162438ff376bc3bced476439966e591b8ea73c323fd3eb427861e074,"[0.5478724114381803, 0.45212758856181967]","[0.5478724114381803, 0.45212758856181967]",0.0,prediction_hit
complete,22,5ae1b1445542997283cd223d,Who starred in her final film role in the 1964 film directed by the man who also did Vera Cruz and Kiss Me Deadly?,"[""Mary Astor""]",10,cosine,gemini-3.5-flash-lite,Mary Astor,1.0,1.0,1.0,1.0,1.0,1.0,31,17,"[31, 32, 33, 22, 17, 20, 14, 0, 18, 13, 24]",11,"[31, 32, 33, 22, 17, 20, 14, 0]",8,35,456,509,2,59763.537542999984,2,STOP,False,c869186e881e63eefde592f70cad73efc7cd10b030735c342aed628b1fd55ef6,,,,
complete,22,5ae1b1445542997283cd223d,Who starred in her final film role in the 1964 film directed by the man who also did Vera Cruz and Kiss Me Deadly?,"[""Mary Astor""]",10,graph_fixed,gemini-3.5-flash-lite,"I am sorry, but the provided reference context does not contain the answer to this question.",0.0,0.0,0.5,0.5,1.0,1.0,31,17,"[31, 32, 33, 22, 21, 23, 20, 24, 17, 18, 14]",11,"[31, 32, 33, 22, 21, 23, 20, 24, 17]",9,24,456,515,18,1714.6517799997127,1,STOP,False,c35c4fd1e61f6145ea43f972f661b7c29b2a2fd5f117a2ff3cc4a44011ad7182,,,,
complete,23,5ae0ec48554299422ee9955a,"How was Ada Lovelace, the first computer programmer, related to Lord Byron in Childe Byron?","[""his daughter""]",10,adaptive_offline_global,gemini-3.5-flash-lite,"I am sorry, but the provided reference context does not contain information about ""Childe Byron"" or how Ada Lovelace was related to Lord Byron within that context.",0.0,0.0,0.5,0.5,0.0,0.0,18,41,"[18, 20, 19, 25, 38, 21, 26, 3, 4, 31, 17]",11,"[18, 20, 19, 25, 38, 21, 26, 3, 4, 31, 17]",11,11,452,498,33,546.8033390002347,1,STOP,False,ffc9ccd217aee66cb1df0b7a2a0d3e00cb82cfff3dc229d6bdaa1f5e9555b681,,,,
